Name,Code,Easting,Northing,Elevation,Description,Longitude,Latitude,Ellipsoidal height,Easting RMS,Northing RMS,Elevation RMS,Lateral RMS,Antenna height,Antenna height units,Solution status,Averaging start,Averaging end,Samples,PDOP,Base easting,Base northing,Base elevation,Base longitude,Base latitude,Base ellipsoidal height,Baseline,CS name
SDP15,,638759.283,4795527.516,1632.303,66,-115.28928155,43.29978801,1632.303,0.161,0.160,0.410,0.227,1.800,m,SINGLE,2023-02-15 15:50:47.0 UTC-07:00,2023-02-15 15:50:48.0 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP16,,638759.473,4795524.058,1632.021,74,-115.28928008,43.29975685,1632.021,0.171,0.170,0.432,0.241,1.800,m,SINGLE,2023-02-15 15:51:03.0 UTC-07:00,2023-02-15 15:51:04.0 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP17,,638759.564,4795521.445,1631.697,72,-115.28927962,43.29973331,1631.697,0.184,0.180,0.440,0.257,1.800,m,SINGLE,2023-02-15 15:51:18.6 UTC-07:00,2023-02-15 15:51:19.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP18,,638759.443,4795518.143,1631.890,69,-115.28928195,43.29970362,1631.890,0.160,0.150,0.380,0.220,1.800,m,SINGLE,2023-02-15 15:51:36.6 UTC-07:00,2023-02-15 15:51:37.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP19,,638759.465,4795515.024,1632.361,67,-115.28928246,43.29967554,1632.361,0.162,0.154,0.391,0.224,1.800,m,SINGLE,2023-02-15 15:51:50.6 UTC-07:00,2023-02-15 15:51:51.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP20,,638759.324,4795511.480,1632.517,65,-115.28928510,43.29964367,1632.517,0.160,0.151,0.383,0.220,1.800,m,SINGLE,2023-02-15 15:52:06.6 UTC-07:00,2023-02-15 15:52:07.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP21,,638759.432,4795508.797,1632.408,66,-115.28928444,43.29961950,1632.408,0.160,0.150,0.390,0.220,1.800,m,SINGLE,2023-02-15 15:52:21.6 UTC-07:00,2023-02-15 15:52:22.6 UTC-07:00,6,1.4,,,,,,,,WGS 84 / UTM zone 11N
SDP22,,638758.903,4795505.882,1632.043,73,-115.28929170,43.29959336,1632.043,0.154,0.156,0.374,0.219,1.800,m,SINGLE,2023-02-15 15:52:36.2 UTC-07:00,2023-02-15 15:52:37.2 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP23,,638757.452,4795503.047,1632.476,75 second radar target #5,-115.28931029,43.29956811,1632.476,0.170,0.140,0.350,0.221,1.800,m,SINGLE,2023-02-15 15:53:00.0 UTC-07:00,2023-02-15 15:53:01.0 UTC-07:00,6,1.4,,,,,,,,WGS 84 / UTM zone 11N
SDP24,,638758.892,4795501.018,1632.089,73,-115.28929306,43.29954958,1632.089,0.160,0.141,0.360,0.214,1.800,m,SINGLE,2023-02-15 15:53:20.6 UTC-07:00,2023-02-15 15:53:21.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP25,,638759.234,4795497.160,1632.183,70,-115.28928983,43.29951480,1632.183,0.160,0.148,0.380,0.218,1.800,m,SINGLE,2023-02-15 15:53:33.8 UTC-07:00,2023-02-15 15:53:34.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP26,,638759.144,4795493.015,1631.939,70,-115.28929198,43.29947751,1631.939,0.181,0.171,0.434,0.248,1.800,m,SINGLE,2023-02-15 15:53:45.4 UTC-07:00,2023-02-15 15:53:46.4 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP27,,638758.851,4795488.162,1631.750,70,-115.28929681,43.29943388,1631.750,0.171,0.163,0.424,0.236,1.800,m,SINGLE,2023-02-15 15:53:58.6 UTC-07:00,2023-02-15 15:53:59.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP28,,638759.500,4795483.636,1632.314,45,-115.28928996,43.29939303,1632.314,0.153,0.150,0.350,0.214,1.800,m,SINGLE,2023-02-15 15:54:57.4 UTC-07:00,2023-02-15 15:54:58.4 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP29,,638759.241,4795480.882,1631.990,45,-115.28929384,43.29936828,1631.990,0.150,0.142,0.366,0.207,1.800,m,SINGLE,2023-02-15 15:55:10.6 UTC-07:00,2023-02-15 15:55:11.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP30,,638759.529,4795477.326,1631.766,43,-115.28929120,43.29933622,1631.766,0.162,0.140,0.370,0.215,1.800,m,SINGLE,2023-02-15 15:55:27.6 UTC-07:00,2023-02-15 15:55:28.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP31,,638759.830,4795473.111,1631.561,65,-115.28928855,43.29929824,1631.561,0.150,0.139,0.338,0.204,1.800,m,SINGLE,2023-02-15 15:55:44.4 UTC-07:00,2023-02-15 15:55:45.4 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP32,,638759.983,4795468.738,1632.309,64,-115.28928776,43.29925884,1632.309,0.163,0.146,0.387,0.219,1.800,m,SINGLE,2023-02-15 15:56:03.0 UTC-07:00,2023-02-15 15:56:04.0 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP33,,638760.095,4795464.337,1632.131,65,-115.28928750,43.29921921,1632.131,0.162,0.135,0.378,0.210,1.800,m,SINGLE,2023-02-15 15:56:17.8 UTC-07:00,2023-02-15 15:56:18.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP34,,638761.086,4795459.893,1632.567,61,-115.28927640,43.29917903,1632.567,0.169,0.131,0.360,0.214,1.800,m,SINGLE,2023-02-15 15:56:34.0 UTC-07:00,2023-02-15 15:56:35.0 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP35,,638761.550,4795456.234,1632.623,70,-115.28927162,43.29914601,1632.623,0.153,0.134,0.340,0.204,1.800,m,SINGLE,2023-02-15 15:56:49.8 UTC-07:00,2023-02-15 15:56:50.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP36,,638760.781,4795452.672,1632.862,66 third radar target #2,-115.28928198,43.29911410,1632.862,0.141,0.120,0.330,0.185,1.800,m,SINGLE,2023-02-15 15:57:14.6 UTC-07:00,2023-02-15 15:57:15.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP37,,638762.473,4795449.164,1632.700,58,-115.28926203,43.29908221,1632.700,0.153,0.130,0.357,0.201,1.800,m,SINGLE,2023-02-15 15:57:35.8 UTC-07:00,2023-02-15 15:57:36.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP38,,638762.154,4795445.758,1632.413,60,-115.28926681,43.29905161,1632.413,0.151,0.136,0.361,0.203,1.800,m,SINGLE,2023-02-15 15:57:50.4 UTC-07:00,2023-02-15 15:57:51.4 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP39,,638762.392,4795442.067,1632.437,70,-115.28926481,43.29901834,1632.437,0.151,0.144,0.362,0.209,1.800,m,SINGLE,2023-02-15 15:58:04.2 UTC-07:00,2023-02-15 15:58:05.2 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP40,,638762.194,4795438.027,1633.045,79,-115.28926828,43.29898202,1633.045,0.173,0.148,0.379,0.228,1.800,m,SINGLE,2023-02-15 15:58:19.8 UTC-07:00,2023-02-15 15:58:20.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP41,,638762.311,4795433.906,1632.673,81,-115.28926787,43.29894491,1632.673,0.152,0.132,0.350,0.201,1.800,m,SINGLE,2023-02-15 15:58:35.0 UTC-07:00,2023-02-15 15:58:36.0 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP42,,638762.407,4795429.460,1633.307,76,-115.28926781,43.29890487,1633.307,0.153,0.166,0.397,0.226,1.800,m,SINGLE,2023-02-15 15:58:51.4 UTC-07:00,2023-02-15 15:58:52.4 UTC-07:00,6,1.4,,,,,,,,WGS 84 / UTM zone 11N
SDP43,,638762.710,4795425.768,1633.179,68,-115.28926501,43.29887159,1633.179,0.161,0.140,0.379,0.213,1.800,m,SINGLE,2023-02-15 15:59:07.0 UTC-07:00,2023-02-15 15:59:08.0 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP44,,638762.900,4795421.620,1633.278,72,-115.28926371,43.29883422,1633.278,0.164,0.154,0.400,0.225,1.800,m,SINGLE,2023-02-15 15:59:21.8 UTC-07:00,2023-02-15 15:59:22.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP45,,638762.662,4795417.845,1634.640,63,-115.28926760,43.29880028,1634.640,0.157,0.154,0.395,0.219,1.800,m,SINGLE,2023-02-15 15:59:36.8 UTC-07:00,2023-02-15 15:59:37.8 UTC-07:00,6,1.4,,,,,,,,WGS 84 / UTM zone 11N
SDP46,,638762.692,4795414.177,1634.472,73,-115.28926815,43.29876727,1634.472,0.153,0.164,0.410,0.225,1.800,m,SINGLE,2023-02-15 15:59:52.2 UTC-07:00,2023-02-15 15:59:53.2 UTC-07:00,6,1.4,,,,,,,,WGS 84 / UTM zone 11N
SDP47,,638762.962,4795409.385,1634.160,65,-115.28926604,43.29872408,1634.160,0.141,0.130,0.349,0.192,1.800,m,SINGLE,2023-02-15 16:00:10.2 UTC-07:00,2023-02-15 16:00:11.2 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP48,,638763.271,4795405.795,1634.088,69,-115.28926313,43.29869171,1634.088,0.172,0.164,0.407,0.238,1.800,m,SINGLE,2023-02-15 16:00:25.6 UTC-07:00,2023-02-15 16:00:26.6 UTC-07:00,6,1.4,,,,,,,,WGS 84 / UTM zone 11N
SDP49,,638763.293,4795401.640,1634.185,73,-115.28926391,43.29865431,1634.185,0.150,0.131,0.365,0.199,1.800,m,SINGLE,2023-02-15 16:00:41.4 UTC-07:00,2023-02-15 16:00:42.4 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP50,,638762.918,4795396.195,1634.419,73 fourth radar target #1,-115.28926990,43.29860538,1634.419,0.140,0.162,0.390,0.215,1.800,m,SINGLE,2023-02-15 16:01:16.0 UTC-07:00,2023-02-15 16:01:17.0 UTC-07:00,6,1.4,,,,,,,,WGS 84 / UTM zone 11N
SDP51,,638762.209,4795392.018,1634.605,69,-115.28927970,43.29856791,1634.605,0.162,0.199,0.410,0.256,1.800,m,SINGLE,2023-02-15 16:01:40.4 UTC-07:00,2023-02-15 16:01:41.4 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP52,,638762.069,4795387.298,1634.839,70,-115.28928262,43.29852545,1634.839,0.162,0.171,0.397,0.236,1.800,m,SINGLE,2023-02-15 16:01:58.2 UTC-07:00,2023-02-15 16:01:59.2 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP53,,638762.343,4795383.146,1634.231,70,-115.28928029,43.29848803,1634.231,0.161,0.140,0.372,0.213,1.800,m,SINGLE,2023-02-15 16:02:23.6 UTC-07:00,2023-02-15 16:02:24.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP54,,638762.626,4795380.053,1632.906,66,-115.28927758,43.29846014,1632.906,0.161,0.151,0.380,0.221,1.800,m,SINGLE,2023-02-15 16:02:47.8 UTC-07:00,2023-02-15 16:02:48.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP55,,638762.738,4795376.885,1632.973,72,-115.28927700,43.29843161,1632.973,0.150,0.140,0.380,0.205,1.800,m,SINGLE,2023-02-15 16:03:09.2 UTC-07:00,2023-02-15 16:03:10.2 UTC-07:00,6,1.4,,,,,,,,WGS 84 / UTM zone 11N
SDP56,,638763.233,4795371.390,1633.054,60,-115.28927228,43.29838206,1633.054,0.205,0.179,0.445,0.272,1.800,m,SINGLE,2023-02-15 16:03:41.2 UTC-07:00,2023-02-15 16:03:42.2 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP57,,638763.060,4795368.146,1634.140,66,-115.28927524,43.29835289,1634.140,0.163,0.192,0.379,0.252,1.800,m,SINGLE,2023-02-15 16:03:53.8 UTC-07:00,2023-02-15 16:03:54.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP58,,638763.378,4795365.009,1634.046,45,-115.28927211,43.29832460,1634.046,0.154,0.146,0.400,0.212,1.800,m,SINGLE,2023-02-15 16:04:08.0 UTC-07:00,2023-02-15 16:04:09.0 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP59,,638762.997,4795361.199,1633.197,63,-115.28927776,43.29829037,1633.197,0.156,0.141,0.381,0.210,1.800,m,SINGLE,2023-02-15 16:04:24.4 UTC-07:00,2023-02-15 16:04:25.4 UTC-07:00,6,1.4,,,,,,,,WGS 84 / UTM zone 11N
SDP60,,638762.839,4795357.163,1632.740,69,-115.28928074,43.29825408,1632.740,0.150,0.147,0.405,0.210,1.800,m,SINGLE,2023-02-15 16:04:41.8 UTC-07:00,2023-02-15 16:04:42.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP61,,638762.690,4795353.017,1633.066,68,-115.28928362,43.29821679,1633.066,0.144,0.140,0.402,0.201,1.800,m,SINGLE,2023-02-15 16:04:56.6 UTC-07:00,2023-02-15 16:04:57.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP62,,638762.980,4795348.874,1634.210,68,-115.28928109,43.29817944,1634.210,0.151,0.142,0.391,0.207,1.800,m,SINGLE,2023-02-15 16:05:19.0 UTC-07:00,2023-02-15 16:05:20.0 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP63,,638763.773,4795345.941,1633.337,65,-115.28927206,43.29815290,1633.337,0.151,0.124,0.349,0.195,1.800,m,SINGLE,2023-02-15 16:07:11.8 UTC-07:00,2023-02-15 16:07:12.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP64,,638763.355,4795341.830,1632.592,64,-115.28927825,43.29811597,1632.592,0.160,0.151,0.425,0.220,1.800,m,SINGLE,2023-02-15 16:07:28.0 UTC-07:00,2023-02-15 16:07:29.0 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP65,,638762.956,4795337.882,1632.706,64,-115.28928416,43.29808051,1632.706,0.154,0.147,0.395,0.213,1.800,m,SINGLE,2023-02-15 16:07:39.2 UTC-07:00,2023-02-15 16:07:40.2 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP66,,638762.969,4795333.972,1632.251,64,-115.28928498,43.29804532,1632.251,0.141,0.140,0.390,0.199,1.800,m,SINGLE,2023-02-15 16:07:50.6 UTC-07:00,2023-02-15 16:07:51.6 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP67,,638762.961,4795331.393,1632.048,69,-115.28928573,43.29802210,1632.048,0.150,0.130,0.362,0.199,1.800,m,SINGLE,2023-02-15 16:08:04.8 UTC-07:00,2023-02-15 16:08:05.8 UTC-07:00,6,1.3,,,,,,,,WGS 84 / UTM zone 11N
SDP68,,638762.443,4795328.902,1632.079,66 final radar target,-115.28929275,43.29799979,1632.079,0.170,0.162,0.430,0.235,1.800,m,SINGLE,2023-02-15 16:08:22.0 UTC-07:00,2023-02-15 16:08:23.0 UTC-07:00,6,1.4,,,,,,,,WGS 84 / UTM zone 11N
